source_id	concept_zh	why_zh	input_headers_zh	input_row_zh	operation_zh	visual_type	visual_title_zh	x_axis_zh	y_axis_zh	legend_zh	output_headers_zh	output_rows_zh	plot_values	plot_colors	plot_value_label_zh	reading_question_zh	reading_answer_zh	normal_zh	stop_zh	next_zh
9.3	复制类型分组把成员对按相邻、远处或大片段来源分类，再比较编码变化分布。	这能探索不同复制来源的成员是否呈现不同变化速度，但仍需考虑复制时间不同。	成员甲｜成员乙｜复制类型｜两类变化比值	基因甲｜基因乙｜相邻复制｜零点五	先用可靠复制标签给每对成员分组，再展示原始两类变化率、比值和配对年龄线索。	distribution	不同复制类型成员对的变化分布	复制类型	两类变化比值	圆点为成员对，中线为组内中间位置，灰点为待复核	复制类型｜成员对数｜中间比值｜中间基准变化率	相邻复制｜十五｜零点五｜零点二；大片段复制｜九｜零点七｜零点四	0.5｜0.7	blue｜green	中间变化比值	哪类复制的中间比值更高？	大片段复制为零点七高于相邻复制的零点五，但其基准变化率也更高。	每对成员只有一个复制标签，组内成员对数和原始值完整。	复制类型待定却被强行分组、某类只有一对或极端值未复核时先暂停。	下一步集中比较大片段复制与小范围复制两组的变化比值。
9.4	两类复制比较要同时看比值、基准变化率和成员对数，避免只用一个箱体下结论。	直接比较大片段复制与小范围复制，可量化方向和大小，并检查结果是否由少数点驱动。	成员对｜复制大类｜比值｜基准变化率	基因甲对基因乙｜大片段复制｜零点七｜零点四	把两类成员对并排画出，报告中间差、变化范围和独立家族组数。	comparison	大片段与小范围复制变化比较	复制大类	两类变化比值	圆点为成员对，粗线为中间位置，浅线为中间一半范围	复制大类｜成员对数｜家族组数｜中间比值	大片段复制｜九｜七｜零点七；小范围复制｜十五｜十｜零点五	0.7｜0.5	blue｜green	中间变化比值	哪一类的中间比值更高，差多少？	大片段复制高零点二；是否具有稳定生物学意义还需结合家族组和复制时间。	两类都包含多个家族组，方向、差值和原始点同时展示。	成员对不独立、两类复制时间差异无法检查或结果只由一个家族组造成时先暂停。	下一步单独查看基准变化率的整体分布，寻找可能的复制时间层次。
9.5	不改变蛋白组成的变化率常被用作成员分开时间的粗略线索，但不同基因的变化速度并不完全相同。	查看全家族分布可发现主要峰区和异常高值，为后续按分组比较提供基础。	成员甲｜成员乙｜基准变化率｜配对质量	基因甲｜基因乙｜零点二｜通过	汇总所有可靠成员对的基准变化率，画出分布并单列过高、过低或无法计算的记录。	distribution	全家族基准变化率分布	基准变化率	成员对数量	柱形表示落在该范围的成员对数，竖线表示中间位置	变化率范围｜成员对数｜主要来源	零至零点二｜十八｜相邻复制；零点二至零点五｜二十四｜多种复制；大于零点五｜六｜大片段复制	18｜24｜6	blue｜green｜orange	配对数量	成员对主要集中在哪个范围？	主要集中在零点二至零点五，共二十四对；这不等于它们在同一时间产生。	可靠与待复核成员对分开统计，范围边界固定，原始值可回查。	大量值无法计算、极端高值未标记或不同配对方法混在一起时先暂停。	下一步按家族分组拆开基准变化率，查看不同分支的分布是否不同。
9.6	按家族分组查看基准变化率，可以区分全家族主峰由哪些分支贡献。	分组分布有助于识别变化较早或较晚的候选分支，也能暴露样本量不足的组。	家族分组｜成员对｜基准变化率｜材料组合	甲组｜基因甲对基因乙｜零点二｜材料甲对材料乙	在每个家族分组内画出全部可靠成员对，报告成员对数、中间值和范围。	distribution	家族分组的基准变化率	家族分组	基准变化率	圆点表示成员对，横线表示组内中间位置	家族分组｜成员对数｜中间变化率｜范围	甲组｜十二｜零点二五｜零点一至零点四；乙组｜八｜零点四五｜零点二至零点七	0.25｜0.45	blue｜green	中间变化比值	哪个分组的中间变化率更高？	乙组为零点四五，高于甲组的零点二五，但乙组成员对更少。	每组保留成员对数和材料组合，极端值能追溯到具体成员。	某组只有一对、同一基因反复贡献多数点或材料组合严重不均衡时先暂停。	下一步按材料群体比较两类变化率和比值的整体差别。
9.7	两类变化比值是用改变蛋白组成的变化率除以基准变化率；基准值太小、变化过多或序列没有排齐时，比值会很大却不能可靠解释。	先做逐成员对质量检查，才能防止最醒目的极端比值反而来自不稳定计算。	成员对｜改变组成变化率｜基准变化率｜序列排齐状态	基因甲对基因乙｜零点一｜零点二｜完整	逐成员对核对基准变化率、序列排齐和变化是否过多；只在三项都通过时解释比值，失败记录保留原因。	multi_indicator	两类编码变化比值质量检查	成员对	基准变化率、比值与解释状态	每个成员对一行，直接写出基准变化率、比值、序列质量和是否允许解释	成员对｜基准变化率｜两类变化比值｜序列质量｜允许解释	基因甲对基因乙｜零点二｜零点五｜完整｜可以解释；基因丙对基因丁｜零点零一｜十八｜完整｜基准值过小先暂停；基因戊对基因己｜不能计算｜不能计算｜未排齐｜不能解释	0.5｜18｜0	green｜red｜grey	变化比值	哪一条记录的比值虽然最大却不能直接解释？	基因丙对基因丁的比值十八最大，但基准值只有零点零一，应先暂停；未排齐的基因戊对基因己不能计算。	每条记录都有基准变化率、比值、序列质量和解释状态，失败记录没有被删除。	基准值过小、序列未排齐、变化过多或计算状态缺失时先暂停。	下一步只把通过质量检查的成员对送入家族分组与材料群体的组合比较。
9.8	双重分组把家族分支和材料群体组合成格子，用于查看群体差别是否只出现在某些分支。	它可避免全体平均掩盖分支差异，但每个格子必须有足够材料和成员对。	家族分组｜材料群体｜成员对｜两类变化比值	甲组｜群体甲｜基因甲对基因乙｜零点五	补齐分组与群体组合，计算成员对数、独立材料数和三项中间变化指标。	matrix	家族分组与群体的编码变化	材料群体	家族分组	颜色表示中间比值，格内数字表示成员对数，空格不补零	家族分组｜群体｜成员对数｜中间比值	甲组｜群体甲｜八｜零点五；甲组｜群体乙｜七｜零点七；乙组｜群体甲｜三｜零点四	0.5｜0.7｜0.4	blue｜blue｜blue	中间变化比值	群体差别在甲组中是什么方向？	甲组中群体乙的中间比值零点七，高于群体甲的零点五。	每格报告成员对数和独立材料数，缺失格保持缺失而不是写零。	格子只有一个材料、缺失被补成零或群体效应与家族分组无法区分时先暂停。	下一步改按成员有无类型比较变化指标，连接到第六章分类。
9.9	成员有无类型与变化率是两个来源不同的标签，比较时必须保持相同的成员配对规则。	查看普遍与少见成员的变化模式，可形成候选排序，但不能把相关性写成分类造成变化。	成员有无类型｜成员对｜基准变化率｜两类变化比值	普遍｜基因甲对基因乙｜零点二｜零点五	按四类成员标签汇总成员对数、独立家族组数和三项变化指标，并展示原始点。	comparison	四类成员的编码变化比较	成员有无类型	变化指标数值	颜色表示四类成员，圆点表示成员对，粗线表示中间位置	成员类型｜成员对数｜家族组数｜中间比值	普遍｜二十｜十五｜零点五；较少见｜九｜七｜零点七；单材料｜三｜三｜零点八	0.5｜0.7｜0.8	blue｜green｜orange	中间变化比值	哪一类的中间比值最高，证据最薄弱？	单材料类最高为零点八，但只有三对，证据也最薄弱。	四类使用同一配对与计算规则，同时报告成员对数和家族组数。	某类成员对过少、同一基因跨类重复或极端值主导中间位置时先暂停。	下一步转到基因前方短序列线索，先认识四种主要功能类别。
10.1	基因前方短序列线索是可能被调控蛋白识别的短片段，四大类只是按已知作用主题归类。	先看四类总体组成，可快速了解结果规模，并检查是否有类别被遗漏。	基因｜线索名称｜主要类别｜出现次数	基因甲｜线索甲｜环境响应｜三	逐基因寻找预先登记的短序列线索，再按四个主要类别汇总出现次数和涉及基因数。	bars	四类基因前方线索组成	主要类别	出现次数	四种颜色代表四个主要类别，数字标签表示涉及基因数	主要类别｜出现次数｜涉及基因数｜涉及比例	环境响应｜四十｜十八｜百分之六十；生长发育｜三十｜十五｜百分之五十；激素相关｜二十｜十二｜百分之四十	60｜50｜40	blue｜green｜orange	检出基因比例（百分数）	哪个类别出现次数最多？	环境响应类出现四十次最多，但不等于它在生物学上最重要。	四类次数之和与逐基因记录一致，同时报告涉及基因数而非只报次数。	线索名称无法归类、同一位置重复记录或类别合计对不上明细时先暂停。	下一步把四个主要类别在所有基因中的原始次数并排比较。
10.2	原始次数是某类线索在当前基因前方区域中出现多少次，区域长度不同会影响次数。	比较主要类别的原始次数能描述数据规模，也为后续按基因和分组拆分建立基线。	基因｜主要类别｜出现次数｜前方区域长度	基因甲｜环境响应｜三｜两千	按主要类别汇总总次数、涉及基因数和每个基因平均次数，保留区域长度。	bars	基因前方线索主要类别分布	主要类别	总出现次数	深色柱为总次数，浅色点为涉及基因数，两者使用不同读法	主要类别｜总次数｜涉及基因数｜每基因平均次数	环境响应｜四十｜十八｜二点二；生长发育｜三十｜十五｜二；激素相关｜二十｜十二｜一点七	2.2｜2｜1.7	blue｜green｜orange	每个基因平均次数	总次数最多的类别是否也涉及最多基因？	是，环境响应类在教学数据中两项都最高；真实数据不一定如此。	总次数、涉及基因数和区域长度都保留，零次基因没有从总基因数中删除。	不同基因使用不同区域长度却未记录、零次基因丢失或总次数无法重算时先暂停。	下一步展开每个主要类别，查看具体线索名称的数量。
10.3	子类别是四个主要类别下面的具体短序列名称，同一主要类别可包含多种子类别。	展开子类别可发现总体多是由一种常见线索还是多种线索共同贡献。	基因｜主要类别｜线索子类｜出现次数	基因甲｜环境响应｜干旱线索｜二	按主要类别和子类统计总次数、涉及基因数，并把低频子类完整保留在结果表。	bars	基因前方线索子类数量	线索子类	出现次数	颜色表示所属主要类别，柱高为总次数	主要类别｜线索子类｜总次数｜涉及基因数	环境响应｜干旱线索｜十六｜十；环境响应｜低温线索｜九｜七；生长发育｜光照线索｜十二｜八	16｜9｜12	blue｜green｜orange	基因数量	环境响应类中哪个子类更常见？	干旱线索十六次，高于低温线索九次；这只描述教学数据。	每个子类只能归入一个主要类别，低频子类仍保留在完整表中。	同一子类被归入多个主要类别、低频记录被删除或名称未统一时先暂停。	下一步按家族分组和材料交叉查看具体线索分布。
10.4	同一份逐基因线索表可以按家族分组和材料重新汇总，回答分支与材料组合的原始差别。	交叉图能定位差别来自哪个分组和材料，而不是只看全体平均。	基因｜家族分组｜材料｜线索子类	基因甲｜甲组｜材料甲｜干旱线索	按分组、材料和线索子类补齐全部组合，统计原始次数和涉及基因数。	matrix	家族分组与材料的线索原始次数	材料	家族分组	颜色使用共同范围表示原始次数，格内数字为涉及基因数	家族分组｜材料｜线索子类｜次数	甲组｜材料甲｜干旱线索｜八；甲组｜材料乙｜干旱线索｜四；乙组｜材料甲｜干旱线索｜二	8｜4｜2	blue｜blue｜blue	出现次数	干旱线索在哪个组合中次数最多？	甲组与材料甲组合有八次最多；还需看该组合有多少基因和多长序列。	所有分组与材料组合齐全，颜色范围一致，原始次数可从逐基因表重算。	组合格缺少总基因数、材料名称错配或零值格被删除时先暂停。	下一步把每种线索换成相对自身平均水平的高低，查看模式而非原始规模。
10.5	相对高低是把每种线索分别与它自己的平均水平和波动比较，不能跨线索比较绝对次数。	换算后可突出某个分组与材料组合对某种线索相对偏高或偏低的模式。	家族分组｜材料｜线索子类｜原始次数	甲组｜材料甲｜干旱线索｜八	在每种线索内部计算相对平均水平的偏离，再画交叉颜色图，同时保留原始次数表。	matrix	家族分组与材料的线索相对高低	材料	家族分组	蓝色表示该线索相对自身偏低，红色表示相对自身偏高，白色接近平均	家族分组｜材料｜线索子类｜相对值	甲组｜材料甲｜干旱线索｜一点五；甲组｜材料乙｜干旱线索｜负零点三；乙组｜材料乙｜干旱线索｜零	1.5｜-0.3｜0	red｜blue｜neutral	同一线索内相对值	哪个组合对干旱线索相对偏高？	甲组与材料甲组合相对值一点五，表示在干旱线索内部偏高。	每种线索独立换算，原始次数表仍保留，相对值的正负方向清楚。	把不同线索的相对值当作原始次数比较、某线索无变化仍强行换算或原表丢失时先暂停。	下一步先忽略材料，仅按家族分组汇总各类线索的原始次数。
10.6	按家族分组汇总把所有材料中的同一分支合在一起，结果会受该分组基因数影响。	它能回答某个家族分组总体携带哪些线索较多，并为分组间比较提供清单。	基因｜家族分组｜线索子类｜出现次数	基因甲｜甲组｜干旱线索｜二	按家族分组和线索子类统计总次数、涉及基因数、每基因平均次数和区域长度。	bars	家族分组的线索原始分布	家族分组	总出现次数	每种颜色代表一个线索子类，同一颜色可跨分组比较原始次数	家族分组｜线索子类｜总次数｜涉及基因数	甲组｜干旱线索｜二十｜十二；乙组｜干旱线索｜十｜八；甲组｜光照线索｜十五｜十	20｜10｜15	blue｜green｜orange	基因数量	哪个家族分组的干旱线索总次数更多？	甲组二十次高于乙组十次，但甲组可能也有更多基因。	总次数与涉及基因数并列，分组基因总数和区域长度可查。	只报总次数却缺少分组基因数、线索名称不统一或重复位置未去重时先暂停。	下一步在每种线索内部换算家族分组的相对高低。
10.7	分组相对值表示某分组对某种线索相对该线索整体平均偏高或偏低。	这种图适合找模式，但必须回到原始次数和基因数判断差别是否可靠。	家族分组｜线索子类｜总次数｜分组基因数	甲组｜干旱线索｜二十｜十五	对每种线索分别计算各家族分组的相对偏离，保留原始次数和每基因平均次数。	bars	家族分组的线索相对高低	家族分组	相对自身平均的高低	红色为偏高，蓝色为偏低，同一线索内部才可比较	家族分组｜线索子类｜相对值｜原始次数	甲组｜干旱线索｜一点二｜二十；乙组｜干旱线索｜负一点二｜十；甲组｜光照线索｜零点四｜十五	1.2｜-1.2｜0.4	red｜blue｜red	同一线索内相对值	甲组对哪种线索相对偏高更明显？	教学数据中干旱线索相对值一点二，高于光照线索零点四。	相对值与原始次数同表保留，零变化线索明确标记为不可换算。	跨线索直接比较相对值大小、原始次数表缺失或少数基因主导总次数时先暂停。	下一步按材料汇总线索，查看各材料的原始组成。
10.8	按材料汇总回答每个材料总体携带多少基因前方线索，会受材料家族成员数影响。	材料比较可识别整体线索较多或较少的材料，并检查是否与注释完整度有关。	材料｜基因｜线索子类｜出现次数	材料甲｜基因甲｜干旱线索｜二	按材料和线索子类汇总总次数、涉及基因数、每基因平均次数和记录完整度。	bars	各材料的线索原始分布	材料	总出现次数	同色表示同一线索子类，柱高使用共同原始次数范围	材料｜线索子类｜总次数｜涉及基因数	材料甲｜干旱线索｜十八｜十一；材料乙｜干旱线索｜十二｜九；材料丙｜光照线索｜二十｜十三	18｜12｜20	blue｜green｜orange	基因数量	哪一个材料的干旱线索总次数最多？	材料甲十八次最多；还要核对材料甲是否有更多家族成员。	每个材料的成员总数、区域长度和零次基因均保留，可计算每基因平均次数。	材料注释版本不同、成员数缺失或线索搜索区域长度不一致时先暂停。	下一步在每种线索内部比较材料的相对高低。
10.9	材料相对值先消除不同线索自身次数范围差异，只描述同一线索在材料间的相对位置。	它能让多种线索放在一张模式图中，但不能代替原始次数或每基因平均次数。	材料｜线索子类｜总次数｜材料基因数	材料甲｜干旱线索｜十八｜十四	在每种线索内部换算材料相对偏离，绘图后逐格连接回原始次数表。	bars	各材料的线索相对高低	材料	相对自身平均的高低	红色为该线索在该材料偏高，蓝色为偏低	材料｜线索子类｜相对值｜原始次数	材料甲｜干旱线索｜一点一｜十八；材料乙｜干旱线索｜负零点四｜十二；材料丙｜干旱线索｜负零点七｜九	1.1｜-0.4｜-0.7	red｜blue｜blue	同一线索内相对值	干旱线索在哪个材料中相对偏高？	材料甲相对值一点一为偏高，结论只限干旱线索内部比较。	相对值正负与原始次数排序一致，原始表和换算规则都可查看。	某线索只有一个材料有值、不同材料区域长度不一致或原始表无法对应时先暂停。	下一步按预先定义的材料群体合并材料，比较群体原始组成。
10.10	材料群体汇总把多个独立材料合在一起，应先按材料计算，再在群体内汇总。	按群体比较可减少单一材料偶然性，但仍要报告每群体有多少独立材料。	材料｜材料群体｜线索子类｜每基因次数	材料甲｜群体甲｜干旱线索｜一点三	先在材料内计算每基因次数，再按群体汇总中间水平、材料范围和总次数。	bars	材料群体的线索原始分布	材料群体	每基因线索次数	圆点表示独立材料，柱线表示群体中间水平	群体｜独立材料数｜线索子类｜中间每基因次数	群体甲｜六｜干旱线索｜一点三；群体乙｜五｜干旱线索｜零点九；群体甲｜六｜光照线索｜一点一	1.3｜0.9｜1.1	red｜red｜red	同一线索内相对值	哪个群体的干旱线索中间水平更高？	群体甲一点三高于群体乙零点九，但还要检查材料范围是否重叠。	每个点代表一个材料，群体材料数和范围完整，单一材料不会重复充当多个点。	把逐基因记录直接当独立材料、群体只有一个材料或群体与物种完全重合时先暂停。	下一步在每种线索内部换算群体相对高低，观察多线索模式。
10.11	群体相对高低在每种线索内部比较群体中间水平，适合发现整体模式而非绝对次数。	将多种线索并列可看到群体差别是否集中于少数线索，但需回查独立材料。	材料群体｜线索子类｜中间每基因次数｜材料数	群体甲｜干旱线索｜一点三｜六	对每种线索的群体中间值分别换算相对偏离，同时保留材料点和原始汇总。	bars	材料群体的线索相对高低	材料群体	相对自身平均的高低	红色为该线索在群体中偏高，蓝色为偏低，灰色为材料不足	群体｜线索子类｜相对值｜材料数	群体甲｜干旱线索｜零点九｜六；群体乙｜干旱线索｜负零点九｜五；群体甲｜光照线索｜零点二｜六	0.9｜-0.9｜0.2	red｜blue｜red	同一线索内相对值	哪个群体对干旱线索相对偏高？	群体甲相对值零点九为偏高；仍需看六个材料的原始点是否一致。	相对值、材料数和原始点一同呈现，材料不足格明确为灰色。	材料不足仍给出强颜色、相对值与原始方向相反或换算规则未记录时先暂停。	下一步按家族组汇总线索，查看来源相关成员是否共享前方线索模式。
10.12	家族组层面把来源相关的成员放在一起，统计它们共有和特有的基因前方线索。	组内汇总可连接成员关系与调控线索，但组大小差异必须同时报告。	家族组｜基因｜线索子类｜出现次数	组甲｜基因甲｜干旱线索｜二	按家族组和线索子类统计总次数、涉及成员数、组内成员总数和每基因次数。	bars	家族组的基因前方线索分布	家族组	每基因线索次数	同色表示同一线索子类，灰点表示家族组成员不足	家族组｜成员数｜线索子类｜每基因次数	组甲｜八｜干旱线索｜一点二；组乙｜五｜干旱线索｜零点八；组丙｜二｜干旱线索｜一点五	1.2｜0.8｜1.5	red｜red｜red	同一线索内相对值	哪个组的数值最高但最需要谨慎？	组丙一点五最高，但只有两个成员，最需要谨慎。	每个组同时报告成员总数和涉及成员数，少成员组不与大组等量解读。	组内成员关系不可靠、成员数过少却给出强结论或同一基因跨组重复时先暂停。	下一步选定代表材料和代表基因，展示可追查的具体线索记录。
10.13	代表基因是按预先规则选出的展示对象，不代表组内所有基因，也不等于最重要基因。	展示具体基因可让读者从汇总图回到原始位置，理解一条线索记录长什么样。	代表材料｜家族分组｜候选基因｜选择理由	材料甲｜甲组｜基因甲｜记录最完整	按固定顺序选择代表材料和基因，列出全部候选与选择原因，再展示具体线索位置。	bars	代表基因的前方线索记录	线索子类	出现次数	柱表示代表基因次数，旁边数字标出具体相对位置	代表基因｜线索子类｜次数｜相对位置	基因甲｜干旱线索｜二｜负三百与负八百；基因甲｜光照线索｜一｜负五百；基因乙｜干旱线索｜一｜负四百	2｜1｜1	blue｜green｜orange	位置数量	为什么基因甲被选为代表？	因为它在固定规则下记录最完整，不是因为它一定最重要。	候选名单、并列处理规则和具体位置都保留，代表选择可重复。	选择理由事后改变、并列候选随意挑选或只保留代表而删除完整表时先暂停。	下一步在完整结果不变的前提下，挑出次数最多的线索做简化展示。
10.14	简化展示只减少图上显示的类别，完整结果表仍必须保存全部线索。	当线索种类很多时，先画最常见部分可提高可读性，同时避免误把未画类别当作不存在。	线索子类｜总次数｜展示名次｜完整表状态	干旱线索｜四十｜一｜保留	按预先确定的展示数量和固定排序选出前几类，图外类别合并为其他但完整表不合并。	bars	出现次数最多的线索简图	线索子类	总出现次数	深色柱为展示类别，浅色柱为其他类别合计，完整表保留逐类记录	线索子类｜总次数｜是否展示｜名次	干旱线索｜四十｜是｜一；光照线索｜三十｜是｜二；低温线索｜九｜否｜六	1｜2｜6	blue｜green｜grey	位置数量	低温线索没有画成独立柱，是否表示它不存在？	不是，它有九次并保留在完整表，只是未进入预定展示名次。	展示数量和排序规则预先固定，图中合计与完整表总次数一致。	完整表被删减、展示名次事后改变或其他类别合计对不上时先暂停。	下一步同时按材料群体和家族分组查看线索模式，完成本章综合比较。
10.15	群体与家族分组组合格同时包含两个标签，必须有足够独立材料才能解释。	综合交叉图可定位群体差别是否集中在特定家族分支，也能暴露空格和样本不均衡。	材料｜材料群体｜家族分组｜线索子类	材料甲｜群体甲｜甲组｜干旱线索	先在材料内计算每基因次数，再按群体和家族分组组合汇总，保留独立材料数和空格。	matrix	材料群体与家族分组的线索模式	家族分组	材料群体	颜色表示同一线索内部的相对高低，格内数字为独立材料数	群体｜家族分组｜线索子类｜相对值｜材料数	群体甲｜甲组｜干旱线索｜一点一｜六；群体乙｜甲组｜干旱线索｜负零点五｜五；群体甲｜乙组｜干旱线索｜零点二｜三	1.1｜-0.5｜0.2	red｜blue｜red	同一线索内相对值	甲组中哪个群体对干旱线索相对偏高？	群体甲相对值一点一偏高，但这只描述当前教学材料中的组合模式。	每格报告独立材料数，空格保持缺失，群体和分组标签都能追溯。	组合格材料太少、群体与物种混在一起或空格被填成零时先暂停。	下一步连接样本读数，查看不同成员类型和家族分组的活跃程度。
11.1	活跃程度表示样本中某个基因信息被读取的相对多少，检测到与读数高是两个不同问题。	按四类成员汇总可描述普遍成员和少见成员在可比样本中的活跃模式。	基因｜成员有无类型｜样本｜活跃读数	基因甲｜普遍｜叶片甲｜十八	先在同一物种和条件内连接成员标签，分别统计检测比例和样本内相对排名。	comparison	四类成员的活跃程度比较	成员有无类型	样本内相对活跃程度	每行圆点和横线对应一种成员类型，旁边直接写出基因数、检测比例和中间相对排名	成员类型｜基因数｜检测比例｜中间相对排名	普遍｜二十｜百分之八十｜前百分之四十；较少见｜九｜百分之五十｜前百分之六十；单材料｜三｜百分之三十｜前百分之七十	80｜50｜30	blue｜green｜orange	检出比例（百分数）	哪一类成员的检测比例最高？	普遍类为百分之八十最高，但不能因此认定普遍分布造成高活跃。	只在可比样本内换算，基因数、缺失和检测比例均完整报告。	不同物种绝对读数直接混合、缺失当成零或基因连接表有重复时先暂停。	下一步查看每个家族基因在所有可比样本中的整体颜色模式。
11.2	基因与样本颜色图的每个格子代表一个基因在一个样本中的相对活跃程度。	整体图可发现同组样本是否相似、哪些基因具有组织偏好，以及是否有异常样本。	基因｜样本｜样本组｜活跃读数	基因甲｜叶片甲｜叶片｜十八	先检查样本质量和对应关系，再按基因或样本内规则换算颜色，原始数值表始终保留。	expression	家族基因与样本活跃颜色图	样本	基因	深色表示相对较高，浅色表示相对较低，灰色表示缺失而不是零	基因｜叶片甲｜叶片乙｜根甲	基因甲｜十八｜十七｜三；基因乙｜四｜五｜二十；基因丙｜缺失｜六｜七	18｜4｜0	blue｜green｜grey	样本甲活跃读数	哪个基因在根样本中相对更活跃？	基因乙在根甲中读数二十最高；还要看重复根样本是否一致。	同组重复样本模式大致一致，缺失与零分开，原始数值能回查。	同组样本差异巨大、样本标签错配或颜色换算后丢失原始表时先暂停。	下一步在有原始计数和独立重复的条件下，正式比较处理与对照。
11.3	处理比较需要对照、独立重复和每个样本的原始整数读数；多项比较后错误概率把许多基因一起考虑，越小表示假发现风险越低。	分别完成每个预定比较后再汇总，可区分多条件共有变化和某一条件特有变化。	基因｜样本｜条件｜原始计数	基因甲｜对照一｜对照｜一百二十	逐数据集检查重复和质量，按预定方向计算变化倍数；质量通过且多项比较后错误概率不超过零点零五才进入跨条件汇总。	de	多个处理比较的变化记录	处理比较	基因及变化证据	红色标记上升，蓝色标记下降，灰色标记不允许解释；每行写出重复数、效应和错误概率	基因｜比较｜每组独立重复数｜效应方向与大小｜多项比较后错误概率｜质量状态｜允许解释	基因甲｜干旱与对照｜三对三｜上升二倍｜零点零一｜通过｜可以解释；基因甲｜盐处理与对照｜三对三｜上升一点八倍｜零点零三｜通过｜可以解释；基因乙｜干旱与对照｜三对三｜下降一点五倍｜零点二十｜通过｜只描述方向	2｜1.8｜-1.5	red｜red｜grey	变化倍数（带方向）	哪个基因在两个比较中都达到解释条件且方向一致？	基因甲在两个比较中都通过质量检查、错误概率不超过零点零五且方向为上升。	每行都有重复数、效应、错误概率、质量状态和解释许可，跨条件汇总可由明细重算。	缺少独立重复、输入不是原始整数、质量未通过或比较方向临时改变时先暂停。	下一步单独查看环境处理比较，结合组织、时间和处理强度解释变化。
11.4	环境处理比较只在同一实验的处理与对照之间进行；多项比较后错误概率把许多基因一起考虑，越小表示假发现风险越低。	逐个环境条件查看方向和大小，可筛选多次出现的响应候选并保留条件差异。	基因｜样本｜环境条件｜原始计数	基因甲｜干旱一｜干旱处理｜二百四十	在每个环境实验内检查独立重复，计算变化倍数；质量通过且多项比较后错误概率不超过零点零五才允许解释。	de	环境处理下的基因变化	环境比较	基因及变化证据	红色标记上升，蓝色标记下降，灰色标记不允许解释；每行写出重复数、效应和错误概率	基因｜环境比较｜每组独立重复数｜效应方向与大小｜多项比较后错误概率｜质量状态｜允许解释	基因甲｜干旱与对照｜三对三｜上升二倍｜零点零一｜通过｜可以解释；基因乙｜干旱与对照｜三对三｜下降一点五倍｜零点零四｜通过｜可以解释；基因丙｜盐处理与对照｜三对三｜上升一点二倍｜零点二十｜通过｜只描述方向	2｜-1.5｜1.2	red｜blue｜grey	变化倍数（带方向）	干旱比较中哪两个基因方向相反且都达到解释条件？	基因甲上升、基因乙下降，二者质量通过且错误概率不超过零点零五。	对照方向、组织、时间、独立重复、效应和解释许可都完整记录。	处理与对照标签颠倒、重复不足、质量未通过或不同组织混合时先暂停。	下一步用同样原则查看病原处理，避免把不同感染条件合并。
11.5	病原处理结果受病原、时间、组织和批次共同影响；多项比较后错误概率越小，当前结果由假发现造成的风险越低。	独立查看每个感染实验可识别重复出现的防御候选，也能避免跨实验绝对读数误比。	基因｜样本｜感染条件｜原始计数	基因甲｜感染一｜病原甲二十四小时｜三百	在每个感染实验内检查独立重复、采样时间和质量，再计算变化倍数；错误概率不超过零点零五才允许解释。	de	病原处理下的基因变化	感染比较	基因及变化证据	红色标记上升，蓝色标记下降，灰色标记不允许解释；每行写出重复数、效应和错误概率	基因｜感染比较｜每组独立重复数｜效应方向与大小｜多项比较后错误概率｜质量状态｜允许解释	基因甲｜病原甲与对照｜三对三｜上升二点五倍｜零点零二｜通过｜可以解释；基因乙｜病原甲与对照｜三对三｜下降一点四倍｜零点零四｜通过｜可以解释；基因甲｜病原乙与对照｜三对三｜上升一点三倍｜零点十二｜通过｜只描述方向	2.5｜-1.4｜1.3	red｜blue｜grey	变化倍数（带方向）	基因甲在两个感染比较中的方向是否一致，哪些能解释？	方向都为上升；病原甲比较错误概率零点零二可以解释，病原乙比较零点十二只描述方向。	病原、组织、时间、批次、重复数、效应和解释许可均完整记录。	感染时间混淆、不同病原共用不匹配对照、质量未通过或重复不足时先暂停。	下一步按组织和成员有无类型汇总活跃程度，查看组织偏好。
11.6	组织比较回答根、茎、叶等可比组织中的相对活跃模式，必须在同一物种和实验范围内进行。	把组织与四类成员交叉，可查看普遍成员和少见成员是否呈现不同组织偏好。	基因｜成员有无类型｜组织｜活跃读数	基因甲｜普遍｜叶片｜十八	先在每个样本内整理读数，再按组织和成员类型汇总基因数、检测比例和相对水平。	comparison	不同组织中四类成员的活跃程度	组织	相对活跃程度	颜色表示成员有无类型，圆点表示独立样本中的类型汇总	组织｜成员类型｜基因数｜中间相对读数	叶片｜普遍｜二十｜十二；根｜普遍｜二十｜八；叶片｜较少见｜九｜五	12｜8｜5	blue｜green｜orange	中间相对读数	普遍成员在叶片还是根中更活跃？	教学数据中叶片中间相对读数十二，高于根的八；不能跨不同实验直接推广。	组织名称统一，每个格报告基因数和独立样本数，缺失保持缺失。	不同物种组织混合、同一材料重复计权或某格只有一个样本时先暂停。	下一步同时按材料群体和家族分组汇总活跃模式，完成教程综合分析。
