dataset_id	study_accession	sample_id	run_id	file_role	url	md5	bytes	library_layout	ena_secondary_sample	biosample_accession	experiment_accession	source_url	fetched_at_utc	download_status
GSE81906	SRP075722	GSM2177579	SRR3588120	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3588120/SRR3588120_1.fastq.gz	9b3d5e99ba02a3af14228d72df5dcd36	110711762	PAIRED	SRS1467658	SAMN05177712	SRX1800511	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177579	SRR3588120	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3588120/SRR3588120_2.fastq.gz	33e3d7b225f78eaab8248a892a8b9577	111423030	PAIRED	SRS1467658	SAMN05177712	SRX1800511	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588121	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588121/SRR3588121.fastq.gz	34b7cda27db310983ce99de291425515	99785096	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588121	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588121/SRR3588121_1.fastq.gz	335c2311493d2c456fd3a2b6c540d028	1157379422	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588121	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588121/SRR3588121_2.fastq.gz	9eeaaa95bfc21dd9b422a0f8dced0469	1171164099	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588122	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588122/SRR3588122.fastq.gz	aad61b26b0674f2e025a2373ca6614dc	138716280	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588122	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588122/SRR3588122_1.fastq.gz	9c6593444c17900d4a12586c12aff94c	95009156	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177580	SRR3588122	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588122/SRR3588122_2.fastq.gz	a96048be6e34a0f7f1589db811d8c9e6	95150137	PAIRED	SRS1467659	SAMN05177713	SRX1800512	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588123	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588123/SRR3588123.fastq.gz	0e7edc82cd6908a0229ce945de35f7d3	103645009	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588123	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588123/SRR3588123_1.fastq.gz	2680aa7d6ff9548c7c8d18f8af6cd9e1	1232515936	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588123	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588123/SRR3588123_2.fastq.gz	e3a0dfa494d065649de938e1c21a8c99	1248391371	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588124	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588124/SRR3588124.fastq.gz	062b4663f14eaad2d2bc1a59a56c85b5	143979531	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588124	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588124/SRR3588124_1.fastq.gz	8fb2e7d6d848a9a47fb0247c2e0dd564	103892009	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177581	SRR3588124	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588124/SRR3588124_2.fastq.gz	ddea31c297c71ed8d5b9eb5a9fd4eff9	104187979	PAIRED	SRS1467660	SAMN05177714	SRX1800513	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588125	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3588125/SRR3588125.fastq.gz	ddae011a8ee4955365b55416add0cfa9	313523921	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588125	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3588125/SRR3588125_1.fastq.gz	3d37c7e2e67fd21d7f7583fd7a6caade	1292727080	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588125	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3588125/SRR3588125_2.fastq.gz	24f5b1feafa3b9de3283e3f6abd7f687	1379058441	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588126	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3588126/SRR3588126.fastq.gz	58354ca2f662042aee46c083506b90d7	446230833	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588126	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3588126/SRR3588126_1.fastq.gz	54cbe7a9569a1939ea41891437a828ec	661785655	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177582	SRR3588126	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3588126/SRR3588126_2.fastq.gz	d16ca32dbf8611668380db0af2f6af45	706481970	PAIRED	SRS1467661	SAMN05177715	SRX1800514	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588127	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3588127/SRR3588127.fastq.gz	77ee51e328c2ab429a88aab52891a6c4	224387413	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588127	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3588127/SRR3588127_1.fastq.gz	fc272144768a5301454a610fb0af321b	924931617	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588127	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3588127/SRR3588127_2.fastq.gz	0944119560ae80a51fb8ea6b4a0df023	988605420	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588128	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3588128/SRR3588128.fastq.gz	07da65bd86e53d464cf0ea8c3b88e839	314224074	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588128	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3588128/SRR3588128_1.fastq.gz	b6f092a719a36205ee3b81924faa7a5f	464083283	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177583	SRR3588128	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3588128/SRR3588128_2.fastq.gz	4f023b71f0f0da39dd876fc4b997117e	495939500	PAIRED	SRS1467662	SAMN05177716	SRX1800515	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588129	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3588129/SRR3588129.fastq.gz	abd819e86d21068706d0154919efe7f6	297143666	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588129	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3588129/SRR3588129_1.fastq.gz	9ecb76b70c22fcb907c0bff6d9c7c0a1	1262238840	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588129	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3588129/SRR3588129_2.fastq.gz	7deb0307725a9c195bd52c1d7cde91be	1339844802	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588130	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3588130/SRR3588130.fastq.gz	9c3822f8e1c489b3a88de33ca4d4f4e9	424941473	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588130	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3588130/SRR3588130_1.fastq.gz	3caf5c850df4f42f46c3500cee3e5f5c	648481128	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177584	SRR3588130	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3588130/SRR3588130_2.fastq.gz	daaf97965be831345d0f079657c5f25a	693966206	PAIRED	SRS1467663	SAMN05177717	SRX1800516	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588131	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588131/SRR3588131.fastq.gz	cf845ab06da76d67f1b0d01ba74dbc7a	246729230	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588131	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588131/SRR3588131_1.fastq.gz	52553147629beaeaca5ccf198662f6a4	1061762684	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588131	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3588131/SRR3588131_2.fastq.gz	192a63fb9e9ec725b709931aa24c6834	1128148911	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588132	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588132/SRR3588132.fastq.gz	7eba93acbcbd3e85ca90b7e0004ac7b3	353539351	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588132	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588132/SRR3588132_1.fastq.gz	007dfb0426f21a279fb4b399f88316b9	544046157	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177585	SRR3588132	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3588132/SRR3588132_2.fastq.gz	269adfdffa9933de3044fc4f1488be06	580575533	PAIRED	SRS1467664	SAMN05177718	SRX1800517	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588133	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588133/SRR3588133.fastq.gz	78fde3c70814688add1ca9f83c022922	224484914	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588133	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588133/SRR3588133_1.fastq.gz	4130adfdd2b125d401518cc1e3b5564b	954857829	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588133	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3588133/SRR3588133_2.fastq.gz	74a2828703de11ffc2468e4b47ea749b	1013716482	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588134	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588134/SRR3588134.fastq.gz	134cfc66c3f37b9ecf99deedd919b3c6	319424122	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588134	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588134/SRR3588134_1.fastq.gz	215ed86273f2976b84ef83ab86c960fc	485048453	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177586	SRR3588134	paired_2	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3588134/SRR3588134_2.fastq.gz	91eec5e06ca9a331a3ae3481292dcd8b	518584137	PAIRED	SRS1467665	SAMN05177719	SRX1800518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177587	SRR3588135	orphan_unpaired	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3588135/SRR3588135.fastq.gz	232714fc52d9a9aa79819b1db897d507	217348223	PAIRED	SRS1467666	SAMN05177720	SRX1800519	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
GSE81906	SRP075722	GSM2177587	SRR3588135	paired_1	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3588135/SRR3588135_1.fastq.gz	fe05cd03586d095ef07bb46ffff2460e	899459457	PAIRED	SRS1467666	SAMN05177720	SRX1800519	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP075722&result=read_run&fields=run_accession%2Csecondary_sample_accession%2Csample_accession%2Cexperiment_accession%2Clibrary_layout%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv	2026-08-20T23:41:55+00:00	CANDIDATE
